label,value,time
ces-main,50.71,2025-09-15T10:26:00+00:00
ces-main,50.71,2025-09-15T10:26:30+00:00
ces-main,50.73,2025-09-15T10:27:00+00:00
ces-main,50.71,2025-09-15T10:27:30+00:00
ces-main,50.69,2025-09-15T10:28:00+00:00
ces-main,50.69,2025-09-15T10:28:30+00:00
ces-main,50.72,2025-09-15T10:29:00+00:00
ces-main,50.70,2025-09-15T10:29:30+00:00
ces-main,50.69,2025-09-15T10:30:00+00:00
ces-main,50.65,2025-09-15T10:30:30+00:00
ces-main,50.65,2025-09-15T10:31:00+00:00
ces-main,50.61,2025-09-15T10:31:30+00:00
ces-main,50.55,2025-09-15T10:32:00+00:00
ces-main,50.53,2025-09-15T10:32:30+00:00
ces-main,50.46,2025-09-15T10:33:00+00:00
ces-main,50.40,2025-09-15T10:33:30+00:00
ces-main,50.30,2025-09-15T10:34:00+00:00
ces-main,50.24,2025-09-15T10:34:30+00:00
ces-main,50.18,2025-09-15T10:35:00+00:00
ces-main,50.12,2025-09-15T10:35:30+00:00
ces-main,50.06,2025-09-15T10:36:00+00:00
ces-main,50.02,2025-09-15T10:36:30+00:00
ces-main,49.99,2025-09-15T10:37:00+00:00
ces-main,49.98,2025-09-15T10:37:30+00:00
ces-main,50.01,2025-09-15T10:38:00+00:00
ces-main,50.04,2025-09-15T10:38:30+00:00
ces-main,50.08,2025-09-15T10:39:00+00:00
ces-main,50.12,2025-09-15T10:39:30+00:00
ces-main,50.16,2025-09-15T10:40:00+00:00
ces-main,50.23,2025-09-15T10:40:30+00:00
ces-main,50.27,2025-09-15T10:41:00+00:00
ces-main,50.29,2025-09-15T10:41:30+00:00
ces-main,50.31,2025-09-15T10:42:00+00:00
ces-main,50.32,2025-09-15T10:42:30+00:00
ces-main,50.31,2025-09-15T10:43:00+00:00
ces-main,50.28,2025-09-15T10:43:30+00:00
ces-main,50.25,2025-09-15T10:44:00+00:00
ces-main,50.23,2025-09-15T10:44:30+00:00
ces-main,50.24,2025-09-15T10:45:00+00:00
ces-main,50.23,2025-09-15T10:45:30+00:00
ces-main,50.24,2025-09-15T10:46:00+00:00
ces-main,50.23,2025-09-15T10:46:30+00:00
ces-main,50.26,2025-09-15T10:47:00+00:00
ces-main,50.26,2025-09-15T10:47:30+00:00
ces-main,50.25,2025-09-15T10:48:00+00:00
ces-main,50.26,2025-09-15T10:48:30+00:00
ces-main,50.29,2025-09-15T10:49:00+00:00
ces-main,50.30,2025-09-15T10:49:30+00:00
ces-main,50.31,2025-09-15T10:50:00+00:00
ces-main,50.30,2025-09-15T10:50:30+00:00
ces-main,50.28,2025-09-15T10:51:00+00:00
ces-main,50.30,2025-09-15T10:51:30+00:00
ces-main,50.32,2025-09-15T10:52:00+00:00
ces-main,50.36,2025-09-15T10:52:30+00:00
